Name,Status,List Builder,C. Manager,CSM,Seller,Execution Timeline - Start,Execution Timeline - End,Total Budget,Executed Amount,Executed Take Rate %,Company,# Influencers,# UGC,Internal Handbook,Live Report,Musical Genre,Audience Country,Números,Creative Hashtags,Influencers Budget,Sub-Campaign Budget,Take Rate %,Client Handbook,# Tiktoks,# IG Reels,# IG Posts,# IG Stories,# Youtube,# Streams (Twitch/Kick),Currency,POs/Invoice,# Execution Adjustments,Execution Adjustments Reasons,# Proposal Adjustments,Proposal Adjustments Reasons,PDF Presentation,Proposal,Music List Type,Last Updated,Deal Created Date,Proposal Board Start Date,Building Proposal Start Date,Pending Approval Start Date,Execution Board Start Date,Ongoing Start Date,Building Reports Start Date,Completed Date,Proposal Timeline - Start,Proposal Timeline - End,Subelementos LWT Status,# Posts,# Published,% Progress,Views,Engagement,CPM,CPE(mile),ER%,Seller ID,CSM ID,Hubspot ID,Campaign ID,US List URL,Creative URL,Brief URL,monday Doc v2
Rosalia - Perfiles Musicos Spain,Completed,Genesis Martinez,Camila Palacio Torne,Camila Parra,Steven Campos,10/12/2025,10/20/2025,4100,3242,20.93%,"Sony Music Entertainment España, S.L.",7,,https://docs.google.com/spreadsheets/d/1oCWUajMkYEnZQN43QqhBtkoTf00Ia9GLdnzgeG_swyQ/edit?usp=sharing,https://music.influur.com/promote/4ef1b090-1164-42e6-8ba3-f07e1c92ce97/share?token=Zx59sOHHsm_tbacmxSpJXoN76KGbFoKECIIeKWH7fxo,Pop,ESP,,POV,3075,0,25,,6,0,0,0,0,,USD,,,,,,,,,"Federico Endrek Nov 20, 2025 11:48 PM",2025-10-09,,2025-10-09,2025-10-09,2025-10-14,2025-10-14,2025-10-24,2025-11-21,10/10/2025,10/10/2025,"8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed",6,6,100%,6040175,788191,0.7,5,13,189598736,79730684,45645715024,5387,,,,
"Rauw Alejandro ""Contrabando""",Completed,valentina.semprun@influur.com,Camila Palacio Torne,Camila Parra,Steven Campos,10/15/2025,10/28/2025,5800,4250,26.72%,"Sony Music Entertainment España, S.L.",3,,https://docs.google.com/spreadsheets/d/1ySvSDX4wO1Hdt_0XQ37rhZSQ7kqKzz5EFx5_Trs8NRw/edit?gid=1834453721#gid=1834453721,https://music.influur.com/promote/07604989-a24a-4d27-8859-ba65285f26dd/share?token=twyuCCLeJBnoVqavxJlso4JvfSe7chXQG7ogztfcaUQ,Reggaeton,ESP,,Lip-sync,4350,0,25,,3,0,0,0,0,,USD,,,,1,,,,,"Federico Endrek Nov 20, 2025 11:49 PM",2025-10-10,,2025-10-10,2025-10-14,2025-10-15,2025-10-15,2025-10-29,2025-11-21,10/13/2025,10/13/2025,"8 - Completed, 8 - Completed, 8 - Completed",3,3,100%,870047,64928,6.7,89,7.5,189598736,79730684,45663906563,5392,,,,
"Mala Maña ""VT""",Completed,Genesis Martinez,Camila Palacio Torne,Polina Andrieieva,Steven Campos,10/22/2025,11/11/2025,4000,3004,24.9%,Sony Music Mexico,6,,https://docs.google.com/spreadsheets/d/1QExJZquQLtbm2iHatw6xvQnwTyfmk1YZJfHLKypVSv8/edit?gid=1834453721#gid=1834453721,"influur | Mala Maña ""VT"" - https://music.influur.com/promote/fedc3c2d-70bd-4f9a-bef2-01ae45b6a4c1/share?token=JFjP-BRM5ur-lb10PEOoLq3UpvrQIusWhYvc5US5mq4",POP,MEX,,Lip-sync,3000,0,25,,6,0,0,0,0,,USD,,,,1,,,,,"Juan Meza Nov 30, 2025 9:50 AM",2025-10-10,2025-10-10,,,2025-10-22,2025-10-22,2025-11-12,2025-11-21,10/10/2025,10/10/2025,"8 - Completed, 8 - Completed, 3 - In Progress, 8 - Completed, 8 - Completed, 8 - Completed",6,5,83.33%,1060589,54317,3.8,74,5.1,189598736,414817948,,5428,,,https://www.tiktok.com/music/sonido-original-7549311026378869518?is_from_webapp=1&sender_device=pc,
Musza - Bonnie & Clyde (micros),Completed,valentina.semprun@influur.com,Sol Gallelli,Polina Andrieieva,Steven Campos,11/3/2025,11/14/2025,2500,1875,25%,"Hybe Latin America US, Inc.",,94,https://docs.google.com/spreadsheets/d/1myjQ1tqNFKuQhyDhclxLzfgA-8_QHbi9m2nohwtosmA/edit?usp=sharing,https://music.influur.com/promote/502b51cd-0b55-454e-89bc-d74fb1bd2fab/share?token=Vs3uEH45YMc-I9MdQWVo6jeqdyy8-BTREcxmkMNuxdk,R&B,MEX,,Libre,1875,0,25,https://docs.google.com/spreadsheets/d/1CM3IwpJhwye_gwOpiprMkiXOEVTP5qao1lEKJunu_xw/edit?usp=sharing,1,0,0,0,0,,USD,,,,,,,,,"Juan Meza Nov 29, 2025 1:05 PM",2025-11-03,,2025-11-03,,2025-11-03,2025-11-04,2025-11-17,2025-11-21,11/3/2025,11/3/2025,8 - Completed,1,1,100%,228673,16588,10.9,151,7.3,189598736,414817948,47879894313,5528,,,,
"Shenseea ""Boss Up"" BR Campaign",Completed,Julius Breyer,Sol Gallelli,,Justin Nho,10/27/2025,11/17/2025,5000,3750,25%,Sony Music Entertainment UK Ltd.,10,,https://docs.google.com/spreadsheets/d/1lCx2Pvw5Z4k-tj1LaVUTODHLIWsfcV9lIZ_Px0HSOcI/edit?gid=1834453721#gid=1834453721,https://music.influur.com/promote/5623e03d-baec-44e3-be97-b85a0109ef32/share?token=MuNicA_3P5Sm5XSUJD2r_1cxcPglGFF13QIesnMLEks,Dancehall,BR,,"Makeup, POV",3750,0,25,https://docs.google.com/spreadsheets/d/1hdCh01jFl2JucPc5zyuP-nDfA98ZqHIhvVW2KmXynjU/edit?usp=sharing,12,0,0,0,0,,USD,,,,,,,,,"Juan Meza Nov 30, 2025 9:45 AM",2025-10-21,,,2025-10-23,2025-10-27,2025-10-27,2025-11-17,2025-11-21,10/21/2025,10/21/2025,"9 - Canceled, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 9 - Canceled, 9 - Canceled, 8 - Completed, 9 - Canceled, 9 - Canceled, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed",12,12,100%,378205,33610,13.2,149,8.9,1003108766,,46599315586,5479,,,,
Low Clika - Camionetas negras(micros),Completed,valentina.semprun@influur.com,Sol Gallelli,Polina Andrieieva,Steven Campos,11/7/2025,11/17/2025,2500,1875,25%,"Hybe Latin America US, Inc.",,94,Google Docs - https://docs.google.com/spreadsheets/d/19zB9rrNmYtae4Q1bhqz48QkD33ZHbQ7oNVMkkgRSN_8/edit?gid=528442556#gid=528442556,https://music.influur.com/promote/ef28bdeb-75e4-4012-a5a6-b4c349ef99cb/share?token=2u4XjIVAMozW4bScfiYCP_BbddaLkifItfzb3lFqXEA,Urbano,MEX,,Libre,1875,0,25,https://docs.google.com/spreadsheets/d/1dyIoo0khVEV72lr1UyLDNaRAFMwblNdGvpCgABjnB_0/edit?usp=sharing,1,0,0,0,0,,USD,,,,,,,,,"Juan Meza Jan 29, 2026 10:40 AM",2025-10-29,2025-10-29,,,,,2025-11-18,2025-11-21,10/29/2025,10/29/2025,"8 - Completed, 9 - Canceled",1,1,100%,181491,14770,13.8,169,8.1,189598736,414817948,,5552,,,https://www.tiktok.com/@low_clika,
"Clarent ""LOVE"" - Social Spread",Completed,Juan Val,maria.escobar@influur.com,Camila Parra,Steven Campos,11/6/2025,11/12/2025,5000,3000,40%,Warner Music Latina Inc.,24,,https://docs.google.com/spreadsheets/d/18Ob6ym1ER2I90aBf7J3naLE70iUDzCR7thrfTvnlc3E/edit?gid=288564754#gid=288564754,https://music.influur.com/promote/b6c71217-a033-4aef-8647-cc9eec6710f6/share?token=S1aggiQorhvtP-Ne9VLdY6RrOdU3SjXHnWkBQHKHcp4,"Reggaeton, reggaeton","LATAM, US LATIN, Latam, US Latin",,SocialSpread,3750,0,25,https://docs.google.com/spreadsheets/d/1s7_JyeLH-Yl8xauDBAhgBDo_LSC-9Es7HO0jaGSczEE/edit?usp=sharing,0,0,24,0,0,,USD,,,,,,,,,"Juan Meza Dec 19, 2025 10:22 AM",2025-11-05,2025-11-05,,,,,2025-11-14,2025-11-21,11/5/2025,11/5/2025,"8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 3 - In Progress, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed",24,23,95.83%,0,19376,,258,,189598736,79730684,,5550,,,,
"Kapo, Ryan Castro ""La Villa""",Completed,valentina.semprun@influur.com,Sol Gallelli,Polina Andrieieva,Steven Campos,11/4/2025,11/11/2025,5000,3700,26%,La Industria LLC,5,,https://docs.google.com/spreadsheets/d/1WndXr6YzpDW-T8vY7jT9a0ldWmP8Z8h3HfuCFC9AFQ0/edit?usp=sharing,https://music.influur.com/promote/47356f4f-f18d-4fa2-ade5-9abfc533c507/share?token=ruDn2JtjHzYR73273PrqLzxjmjn-JQNhERDdLWbdPHI,"Dancehall, Urbano","COL, ESP",,baile,3750,0,25,https://docs.google.com/spreadsheets/d/180dj_p2EQEMETHQvgGe0kdSR9EqqO-j01UtGmiJugGQ/edit?usp=sharing,5,0,0,0,0,,USD,,,,1,,,,,"Juan Meza Nov 29, 2025 1:05 PM",2025-10-27,,2025-10-27,2025-10-29,2025-11-04,2025-11-04,2025-11-12,2025-11-24,10/27/2025,10/27/2025,"9 - Canceled, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 9 - Canceled, 8 - Completed",5,5,100%,1576076,131453,3.2,38,8.3,189598736,414817948,47209990681,5527,,,https://www.tiktok.com/music/sonido-original-7565214567351339797,
"Maria Becerra ""Jojo"" - Miami",Completed,valentina.semprun@influur.com,maria.escobar@influur.com,Camila Parra,Steven Campos,10/27/2025,10/27/2025,2400,4200,-75%,Warner Music Latina Inc.,1,,https://docs.google.com/spreadsheets/d/1yxF7x38R9Ul8iMSV65AAzOSOFKDBaRGdyQTc1IbR-jg/edit?usp=sharing,https://music.influur.com/promote/af4c5cab-5f22-4441-90ee-29d4a223f758/share?token=tSsdUMe6dDzwdUIaCVKWdMcg__E9Q0uCsfulb733Q18,"Dancehall, Urbano",Miami,,presencial,1800,0,25,,1,0,0,0,0,,USD,,,,,,,,,"Federico Endrek Nov 24, 2025 3:23 PM",2025-10-29,,2025-10-29,,2025-10-29,2025-10-29,2025-11-24,2025-11-24,,,"1 - Sent, 9 - Canceled, 9 - Canceled",1,0,0%,,,,,,189598736,79730684,47539123500,5482,,,,
"Grupo Frontera “Monterrey” MX, US Campaign",Completed,Genesis Martinez,Carolina Anaya,Justin Nho,Steven Campos,11/5/2025,11/19/2025,20000,15000,25%,"Meta Platforms, Inc.",13,,https://docs.google.com/spreadsheets/d/1mael9pT86Wio4tlGsHuuADPinA9C7VxJBNbeIoee384/edit?usp=sharing,"influur | Grupo Frontera ""Monterrey"" - https://music.influur.com/promote/573746ca-a6a6-4283-afb9-88433c3172b8/share?token=RVXAQzeDZbdEWQCGhQVlkmAnPxZNjcmv0WeCUNIGxkQ",Regional MX,"MEX, US",,Lip-sync,15000,20000,25,,0,13,0,0,0,,USD,,,,,,,,,"Juan Meza Nov 29, 2025 1:03 PM",2025-10-21,,2025-10-28,2025-11-03,2025-11-05,2025-11-05,2025-11-19,2025-11-25,10/29/2025,10/29/2025,"8 - Completed, 9 - Canceled, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 9 - Canceled, 8 - Completed, 8 - Completed",13,13,100%,3607690,107913,5.5,185,3,189598736,1003108766,46693905938,5531,,,,
"Blessd ""QUITATELOTO""",Completed,valentina.semprun@influur.com,Mauricio Mitchel Bonilla Medina,Camila Parra,Steven Campos,11/15/2025,11/25/2025,4900,3670,25.1%,Warner Music Mexico,7,,https://docs.google.com/spreadsheets/d/1VqatuM1LgKyROibNx_UAkhb98kBqv2UOzUXdYALjtks/edit?gid=1834453721#gid=1834453721,https://music.influur.com/promote/4f1700cf-6572-4662-82ec-76dcc5013f77/share?token=-prgGed9qpYeYSpqsIWkce36Avkb5xGQG9N2mzOckzw,Urbano,MEX,,"lyrics, POV, Libre",3675,0,25,https://docs.google.com/spreadsheets/d/1WIfDI4pm6b9FY26hkpzRntlQ7WCBubplSxRgfAkbdXU/edit?gid=1834453721#gid=1834453721,7,0,0,0,0,,USD,,,,,,Done,,,"Juan Meza Nov 29, 2025 12:49 PM",2025-11-13,,2025-11-13,2025-11-14,2025-11-15,2025-11-15,2025-11-26,2025-11-26,11/13/2025,11/13/2025,"8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 9 - Canceled, 8 - Completed, 8 - Completed, 8 - Completed",7,7,100%,2565643,153339,1.9,32,6,189598736,79730684,48945999428,5619,,,,
Rosalia -Berghain - Mexico,Completed,valentina.semprun@influur.com,Camila Palacio Torne,Polina Andrieieva,Steven Campos,10/14/2025,11/19/2025,5400,3960,26.67%,Sony Music Mexico,10,,Google Docs - https://docs.google.com/spreadsheets/d/1ES-JtbViWewQObgPFwW_Y_ALPp3Fsib5Lgo3OefRyxk/edit?gid=1834453721#gid=1834453721,https://music.influur.com/promote/3ceaee2b-7f2a-4625-ab88-5cb97a4fa31e/share?token=otfLvsEE3RD8cwCa16QKImt8mv0_drewIYdvoWl26zg,Pop,MEX,,Musicos,4050,0,25,,10,0,0,0,0,,USD,,,,,,,,,"Juan Meza Nov 30, 2025 9:52 AM",2025-10-10,,2025-10-10,,2025-10-14,2025-10-15,2025-11-19,2025-11-26,10/13/2025,10/13/2025,"8 - Completed, 9 - Canceled, 8 - Completed, 9 - Canceled, 9 - Canceled, 9 - Canceled, 8 - Completed, 8 - Completed, 9 - Declined, 9 - Canceled, 8 - Completed, 8 - Completed, 9 - Canceled, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed",10,10,100%,2083946,41867,2.6,129,2,189598736,414817948,45664282275,5385,,,,
"Rosalía""La Perla""",Completed,valentina.semprun@influur.com,Camila Palacio Torne,Polina Andrieieva,Steven Campos,11/13/2025,11/20/2025,5450,4080,25.14%,Sony Music Mexico,3,,https://docs.google.com/spreadsheets/d/1If2oQ2RyE9vQ5lrChFcSVDfQdDE37s8NeM8OFkHZDKg/edit?gid=1834453721#gid=1834453721,https://music.influur.com/promote/e06c8445-4c81-4fac-ad1b-427d3b61e192/share?token=3y_RyMIJPIvto7B2GUwaZ8UnTHzvN3UmoH8g62ROo54,"Urbano, Pop",MEX,,"POV, Lip-sync",4087.5,0,25,,3,0,0,0,0,,USD,,,,,,,,,"Juan Meza Jan 29, 2026 10:40 AM",2025-11-11,,2025-11-11,2025-11-11,2025-11-14,2025-11-14,2025-11-21,2025-11-26,11/11/2025,11/11/2025,"8 - Completed, 8 - Completed, 8 - Completed",3,3,100%,3143007,340663,1.7,16,10.8,189598736,414817948,48859415154,5602,,,,
"Maria Becerra ""Hace calor""",Completed,"maria.escobar@influur.com, Juan Val",Mauricio Mitchel Bonilla Medina,Camila Parra,Steven Campos,11/21/2025,11/25/2025,4550,2050,54.95%,Warner Regional Latam,10,,https://docs.google.com/spreadsheets/d/1FrfA2yy-2OqDeSEibqy1FghGJMDS9-BjNttuSOkKZYc/edit?gid=2017404978#gid=2017404978,https://music.influur.com/promote/15922d74-ccf6-4e9f-8151-3ebd2550008d/share?token=mZhDuXEYlKEty2mD12QRRN8Ru6fkoEuPRzeM6TYpOD4,"Urbano, Reggaeton, latin pop","MEX, CHI, ARG",,SocialSpread,3412.5,0,25,https://docs.google.com/spreadsheets/d/1vgNiG5u9lHC5q6rpvqL6WUF1lpY47NPO59JbUV8F4Qw/edit?gid=2114591045#gid=2114591045,0,0,7,0,0,,USD,,,,2,Total Budget Adjustment,,,,"Juan Meza Jan 29, 2026 10:37 AM",2025-11-20,,2025-11-18,2025-11-20,2025-11-21,2025-11-21,2025-11-26,2025-11-26,11/18/2025,11/18/2025,"8 - Completed, 9 - Canceled, 8 - Completed, 8 - Completed, 8 - Completed, 9 - Canceled, 8 - Completed, 8 - Completed, 8 - Completed",7,7,100%,67211,8063,67.7,564,12,189598736,79730684,49448212276,5684,,,,
Major Lazer “Bruk Down”,Completed,valentina.semprun@influur.com,Mauricio Mitchel Bonilla Medina,Polina Andrieieva,Steven Campos,11/18/2025,11/24/2025,700,450,35.71%,D Music Marketing,1,,https://docs.google.com/spreadsheets/d/1J9ueFY7i-DqrLpTNYMJE0iaulazBxOxpdZMhUn0PAsA/edit?usp=sharing,https://music.influur.com/promote/3ec99c44-4a40-4ada-b480-adbdf2d9256e/share?token=gnpI_5hvI8rycaySwy3NvyVRhVkv5X1qMqMhPgeW2lA,"Dancehall, Electronica","MEX, COL",,Dance,525,0,25,,1,0,0,0,0,,USD,,,,1,,,,,"Juan Meza Jan 29, 2026 10:39 AM",2025-11-05,,2025-11-05,2025-11-10,2025-11-17,2025-11-18,2025-11-25,2025-11-26,11/10/2025,11/10/2025,8 - Completed,1,1,100%,28868,4381,24.2,160,15.2,189598736,414817948,48359186748,5625,,,Pueden ver el video acá: https://www.youtube.com/watch?v=SjEpBsqHl2Y,
"De La Rose ""All Time"" Coca Cola Fest CDMX",Completed,valentina.semprun@influur.com,Mauricio Mitchel Bonilla Medina,Camila Parra,Steven Campos,11/18/2025,11/25/2025,3500,2500,28.57%,Warner Music Mexico,2,,https://docs.google.com/spreadsheets/d/1tdpQ4XMMlfya9N1xUrRCdh9lw5K6JPCfQJf1ftxYNFQ/edit?gid=1834453721#gid=1834453721,https://music.influur.com/promote/534a6c30-5287-434c-942f-d421d2be7bd7/share?token=aEv1C_Jb_RTHfsBjd30YomYDRCh6vUSDYy8zMV8pVrw,Urbano,MEX,,"Lip-sync, LGBTI+",2625,0,25,https://docs.google.com/spreadsheets/d/1XpTFPD3gO4AQW5s5umrIDP9UPGx2DpEfT-qv0B6gjI0/edit?gid=1834453721#gid=1834453721,2,0,0,0,0,,USD,,,,,,,https://www.canva.com/design/DAG4tPc3El0/4DdCnIBfgsSizSQFzrkrCQ/edit,,"Juan Meza Nov 29, 2025 12:48 PM",2025-11-13,,2025-11-13,2025-11-14,2025-11-18,2025-11-18,2025-11-25,2025-11-26,11/13/2025,11/13/2025,"8 - Completed, 8 - Completed",2,2,100%,1009862,20142,3.5,174,2,189598736,79730684,48945874727,5632,,,,
Teddy Swims & Tiago PZK “The Door” x Isivives,Completed,Juan Val,Mauricio Mitchel Bonilla Medina,Camila Parra,Steven Campos,11/21/2025,11/25/2025,1400,1000,28.57%,Warner Regional Latam,1,,https://docs.google.com/spreadsheets/d/19pSkzuNu-gtLf3v8nOvFztraGChOIO82ejgJADSUPdQ/edit?usp=sharing,https://music.influur.com/promote/3848540d-f882-4dd7-96f9-e5688ba4e005/share/?token=Ol87hbgWeeH62rLeJXfs8p6cvyy86pJT0X_AxmNU2CM,"Pop, R&B",MEX,,"Lip-sync, POV",1050,1400,25,,1,0,0,0,0,,USD,,,,,,,,,"Juan Meza Nov 29, 2025 12:46 PM",2025-11-21,,2025-11-21,,2025-11-21,2025-11-21,2025-11-25,2025-11-26,,,3 - In Progress,1,0,0%,485920,48850,2.9,29,10.1,189598736,79730684,49778822435,5681,,,,
"Nathy Peluso ""MALPORTADA"" US Latin Campaign",Completed,Genesis Martinez,Carolina Anaya,Justin Nho,Steven Campos,11/10/2025,11/26/2025,21000,20040,4.57%,"Meta Platforms, Inc.",12,,https://docs.google.com/spreadsheets/d/1Pj9FaqJsO4hHUEeAhNKLSLzyqYghT-ZcH5nCUYiyJ7Y/edit?usp=sharing,"influur | Nathy Peluso ""Malportada"" - https://music.influur.com/promote/db468b7d-4dbb-43a4-b451-1cb96d8352f6/share?token=78UlEX7PkHdsVdFd6u185CpLgW_oXCvnz4XPXlSdm90",Salsa,US Latin,,Lip-sync,15750,0,25,,0,16,0,0,0,,USD,,,,,,,,,"Juan Meza Nov 29, 2025 12:52 PM",2025-11-10,,2025-11-10,2025-11-10,2025-11-10,2025-11-10,,2025-11-26,11/10/2025,11/10/2025,"9 - Declined, 8 - Completed, 1 - Sent, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 1.1 - Negotiating, 8 - Completed, 9 - Canceled, 8 - Completed, 8 - Completed, 8 - Completed, 1 - Sent, 1.1 - Negotiating, 8 - Completed, 9 - Canceled, 8 - Completed",16,12,75%,7694289,390112,2.7,54,5.1,189598736,1003108766,48790967207,5574,,,,
"Maria Becerra ""Album Release"" Social Spread",Completed,Juan Val,maria.escobar@influur.com,Camila Parra,Steven Campos,10/30/2025,11/20/2025,5000,5450,-9%,Warner Music Latina Inc.,8,,https://docs.google.com/spreadsheets/d/1CtwUg0ERSRe-mcv5phaSjC8FtbAhjYO3yFQezLZCmik/edit?usp=sharing,https://music.influur.com/promote/e0d39edf-c7e9-4d84-84ea-a03e8cfc421e/share?token=Z070eH6uarcEUTklkHK_HLdMcZO8WB_7_8S0BlOqJlQ,Urbano,"US, Latam",,SocialSpread,3750,0,25,https://docs.google.com/spreadsheets/d/19MMGqw4ShZ-hwCiI7CNqTvIM6U2c6jQx7iWelKAX-Bc/edit?gid=1375234296#gid=1375234296,0,0,8,0,0,,USD,,,,,,,,,"Juan Meza Nov 29, 2025 1:07 PM",2025-10-30,,2025-10-30,2025-10-30,2025-10-30,2025-10-30,2025-11-21,2025-11-27,10/30/2025,10/30/2025,"8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 9 - Declined, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed",8,8,100%,25746,5335,194.2,937,20.7,189598736,79730684,47660422303,5502,,,,
Rosalia - Berghain Phase 2,Completed,Juan Val,Camila Palacio Torne,Polina Andrieieva,Steven Campos,11/6/2025,11/18/2025,2650,1988,24.98%,Sony Music Mexico,7,,https://docs.google.com/spreadsheets/d/1YIa4-qLIaf2sV451JCfKRZG9Dtnnpu_FDrT-hV8iFh0/edit?usp=sharing,https://music.influur.com/promote/8c601888-5fb2-42e3-8954-468850ff055a/share?token=sPmnxOCC0vjnPnEDAWsOrdP5Nn7ofZdOfOH6SSJRvbo,POP,MEX,,"Comedy, Dance",1987.5,0,25,https://docs.google.com/spreadsheets/d/1JrhHPT3RJXoC7rD7DWgA8JYERI77i8pN24qjwZl38lo/edit?usp=sharing,7,0,0,0,0,,USD,,6,,1,,,,,"Juan Meza Jan 29, 2026 10:40 AM",2025-11-04,2025-11-04,,,,,2025-11-19,2025-11-28,11/4/2025,11/4/2025,"8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed",7,7,100%,297449,31968,8.9,83,10.7,189598736,414817948,,5541,,,Sounds:  https://www.tiktok.com/music/Berghain-7565939663078869008 https://www.tiktok.com/music/Berghain-7565939232091572225,
"Elena Rose ""AMEN BEBE"" US Latin Campaign",Completed,Genesis Martinez,Carolina Anaya,Justin Nho,Steven Campos,11/10/2025,11/27/2025,21000,17500,16.67%,"Meta Platforms, Inc.",14,,https://docs.google.com/spreadsheets/d/1sob6j641TdRiY04ue4tLyJ4QmR_tXmaHq5oJsU_bUvc/edit?usp=sharing,"influur | Elena Rose ""Amén Bebé"" - https://music.influur.com/promote/877cee37-b7d0-4cbf-bf0d-5bf409bd3f87/share?token=4HUbr3hdRJFc6Zj-8ardcHWqfX62ZivBcBiQ6fWm55s",Pop,US Latin,,recap,15750,0,25,,0,16,0,0,0,,USD,,,,,,,,,"Juan Meza Nov 29, 2025 12:53 PM",2025-11-10,,2025-11-10,2025-11-10,2025-11-10,2025-11-10,2025-11-28,2025-11-28,11/10/2025,11/10/2025,"8 - Completed, 9 - Canceled, 8 - Completed, 8 - Completed, 8 - Completed, 9 - Canceled, 8 - Completed, 1 - Sent, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 3 - In Progress, 8 - Completed, 8 - Completed, 1 - Sent, 8 - Completed",16,13,81.25%,8088649,344365,2.6,61,4.3,189598736,1003108766,48798797582,5575,,,,
Rauw Alejandro Mexico Creator Activation,Completed,Genesis Martinez,Carolina Anaya,Justin Nho,Steven Campos,11/6/2025,11/18/2025,20000,17050,14.75%,"Meta Platforms, Inc.",12,,https://docs.google.com/spreadsheets/d/1VXLa2OdGw8OQJrfrK25WCw4rU-46k-sIdB6YTNgHBu8/edit?usp=sharing,"influur | Rauw Alejandro ""Contrabando"" - https://music.influur.com/promote/c4075551-92e0-4de7-8d8f-73a4dfd296cd/share?token=vQORkZILc4sjnsfkMZaJVORsSdV9Nw5i2ogDwvibgAE",Reggaeton,MEX,,recap,15000,0,25,,0,14,0,22,0,,USD,,,,,,,,,"Juan Meza Nov 29, 2025 1:02 PM",2025-11-04,2025-11-04,,,,,2025-11-18,2025-11-28,11/4/2025,11/4/2025,"8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 1.1 - Negotiating, 1.1 - Negotiating, 1.1 - Negotiating, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 1 - Sent, 1 - Sent, 1 - Sent, 8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 9 - Canceled, 8 - Completed, 3 - In Progress",36,29,80.56%,7447469,249908,2.7,80,3.4,189598736,1003108766,,5553,,,,
Rolex Presidente - Gabito Ballesteros,Completed,valentina.semprun@influur.com,Sol Gallelli,Polina Andrieieva,Steven Campos,10/24/2025,11/11/2025,8000,6000,25%,"Hybe Latin America US, Inc.",7,100,https://docs.google.com/spreadsheets/d/1nd0DNj-HOJ-V-bSD5YLF3evKPpMgBsEUSpZsZZDx7DA/edit?gid=1834453721#gid=1834453721,https://music.influur.com/promote/5ffe5c7d-fa74-445d-ad10-0830831905dd/share?token=ExPE48Y6jJq5LbzNV2Nh1DdybY2_m0KAzTCgO9vGD8M,Corridos,MEX,,POV,6000,0,25,https://docs.google.com/spreadsheets/d/1-SUpovX-H-I8vIN_tRmFcoIbMIG9OhV1HMSc-GcEGZo/edit?usp=sharing,8,0,0,0,0,,USD,,,,,,,,,"Juan Meza Nov 30, 2025 9:48 AM",2025-10-24,,2025-10-24,2025-10-24,2025-10-24,2025-10-26,2025-11-12,2025-11-28,10/24/2025,10/24/2025,"8 - Completed, 8 - Completed, 8 - Completed, 8 - Completed, 3 - In Progress, 8 - Completed, 8 - Completed, 8 - Completed",8,7,87.5%,1127225,97397,7.1,82,8.6,189598736,414817948,46902348719,5450,,,https://www.tiktok.com/music/Rolex-Presidente-7558503223234218001?is_from_webapp=1&sender_device=pc,
